epoch,train_loss,val_acc,val_f1,test_acc,test_f1,noisy_test_acc,noisy_test_f1
1,1.9145851868849535,0.21940928270042195,0.05140879881364311,0.21940928270042195,0.05140879881364311,0.21940928270042195,0.05140879881364311
2,1.870998189999507,0.270042194092827,0.11688311688311688,0.2489451476793249,0.10953614606464347,0.22362869198312235,0.10439870975173182
3,1.8490135898956885,0.26582278481012656,0.1181079789775442,0.24472573839662448,0.10570955186198192,0.24050632911392406,0.10374010374010376
4,1.8201604714760413,0.26582278481012656,0.11542709867452136,0.24472573839662448,0.10377010617331044,0.23628691983122363,0.10344983403989616
5,1.8069405464025645,0.28270042194092826,0.14200133803223927,0.2616033755274262,0.12905522939769515,0.25316455696202533,0.12616179419323867
6,1.8089648485183716,0.27848101265822783,0.13685832172328796,0.24472573839662448,0.11774659812667755,0.2489451476793249,0.13077936446834568
7,1.788531243801117,0.3206751054852321,0.16093167701863353,0.2911392405063291,0.13912628767462584,0.28270042194092826,0.1503930331423593
8,1.7792734228647673,0.31645569620253167,0.20230586665541977,0.29535864978902954,0.193179624363744,0.22362869198312235,0.15078956131587712
9,1.76404391343777,0.29957805907172996,0.1783438383338005,0.29535864978902954,0.16971281296023566,0.2911392405063291,0.18500262774355392
10,1.7203545478674083,0.379746835443038,0.2550435369660156,0.35864978902953587,0.23964333015954395,0.26582278481012656,0.19512590855490833
11,1.6766873002052307,0.24472573839662448,0.16923565605982688,0.2320675105485232,0.17146234480080041,0.22784810126582278,0.15271640056122818
12,1.6400505946232722,0.4050632911392405,0.2697609200235371,0.4177215189873418,0.279143787739225,0.29535864978902954,0.19751170815000602
13,1.5341504170344427,0.43037974683544306,0.3414992282627337,0.43037974683544306,0.3444013487781251,0.3080168776371308,0.23575525239910425
14,1.4937756886849036,0.48523206751054854,0.3175620453701152,0.5063291139240507,0.33274864586019187,0.47257383966244726,0.31003161929533113
15,1.4717939175092256,0.4936708860759494,0.31706897855309135,0.5274261603375527,0.3432685016059583,0.4810126582278481,0.3167065493463536
16,1.4224674976789033,0.45569620253164556,0.30356926920755084,0.4472573839662447,0.30309061742893045,0.4767932489451477,0.32202438876591133
17,1.4034585861059337,0.4345991561181435,0.28930376235398697,0.47257383966244726,0.3155672338911168,0.32489451476793246,0.22702074287869897
18,1.4049680278851435,0.5063291139240507,0.32902419121324594,0.5358649789029536,0.35134618968364645,0.4388185654008439,0.29226080064047
19,1.3884443136361928,0.48945147679324896,0.3246436501921363,0.5232067510548524,0.37094861931261397,0.46835443037974683,0.33793979117324213
20,1.397254975942465,0.4641350210970464,0.32118559134221764,0.4767932489451477,0.3524904492418048,0.4767932489451477,0.3361240197929232
21,1.4084480909200816,0.5063291139240507,0.36465127846452355,0.5443037974683544,0.41498945556856087,0.510548523206751,0.3835572236903434
22,1.3722352981567383,0.4810126582278481,0.3205979648956744,0.5189873417721519,0.35301594956767374,0.510548523206751,0.3825020217877361
23,1.3703721761703491,0.47257383966244726,0.31116735501721715,0.4767932489451477,0.31929541769759545,0.510548523206751,0.3477264820075859
24,1.351430159348708,0.5063291139240507,0.33853366861569884,0.5358649789029536,0.35876036935150235,0.43037974683544306,0.30253575114256226
25,1.3513070757572467,0.5147679324894515,0.4271337956221003,0.5358649789029536,0.4350296258183087,0.45147679324894513,0.36298036832543096
