epoch,train_loss,val_acc,val_f1,test_acc,test_f1,noisy_test_acc,noisy_test_f1
1,1.9004529635111491,0.21518987341772153,0.050595238095238096,0.21940928270042195,0.05140879881364311,0.21940928270042195,0.05140879881364311
2,1.8885107199350992,0.21518987341772153,0.050595238095238096,0.21940928270042195,0.05140879881364311,0.21940928270042195,0.051767048282727726
3,1.8756089448928832,0.21518987341772153,0.051127819548872175,0.21940928270042195,0.052313883299798795,0.21940928270042195,0.05249873801110551
4,1.8731786410013835,0.21940928270042195,0.05140879881364311,0.21940928270042195,0.05140879881364311,0.21940928270042195,0.05140879881364311
5,1.8705934842427572,0.19831223628691982,0.06538668098818476,0.20253164556962025,0.07195790959545732,0.1940928270042194,0.06708683473389356
6,1.876591436068217,0.23628691983122363,0.07496503496503497,0.2320675105485232,0.0670287519339866,0.25738396624472576,0.0927783613445378
7,1.8663102388381958,0.3080168776371308,0.1265921164986987,0.31223628691983124,0.12770515950269354,0.2616033755274262,0.10486576309913279
8,1.8695381164550782,0.21518987341772153,0.050595238095238096,0.21940928270042195,0.051587301587301584,0.21940928270042195,0.051948051948051945
9,1.8632394790649414,0.29535864978902954,0.13136088658431194,0.2742616033755274,0.11721294578437434,0.2616033755274262,0.11450986252241481
10,1.8528045495351155,0.26582278481012656,0.11832778822508318,0.24472573839662448,0.10576580146621757,0.23628691983122363,0.10438727149627623
11,1.8624951203664144,0.21518987341772153,0.07584582160853348,0.20675105485232068,0.07456661375272015,0.2109704641350211,0.09015617514611478
12,1.8633304437001545,0.21518987341772153,0.07584582160853348,0.2109704641350211,0.07692388056582879,0.21940928270042195,0.09485265564999786
13,1.8498343626658122,0.26582278481012656,0.11968396410456496,0.24472573839662448,0.10724391624221845,0.24472573839662448,0.10607142857142857
14,1.8447418689727784,0.29957805907172996,0.1637049308770986,0.28270042194092826,0.15191387559808614,0.3080168776371308,0.169991674991675
15,1.8369142850240072,0.25738396624472576,0.13666333997487817,0.2320675105485232,0.11555555555555556,0.27848101265822783,0.14875652630153516
16,1.843442972501119,0.2911392405063291,0.1535804689890495,0.26582278481012656,0.13293758556916452,0.29957805907172996,0.16417871089770175
17,1.851043979326884,0.28270042194092826,0.12318959842001316,0.26582278481012656,0.11276690539363352,0.2742616033755274,0.11938383686232994
18,1.8363012313842773,0.35443037974683544,0.1935380028146581,0.3291139240506329,0.17676279936058195,0.3291139240506329,0.17434075384539782
19,1.8320378303527831,0.2489451476793249,0.13107353560893384,0.24472573839662448,0.13186177696885207,0.22784810126582278,0.11314788087519652
20,1.8342677752176921,0.3924050632911392,0.2165947382537244,0.35443037974683544,0.1923148536051762,0.31645569620253167,0.16870672650489163
21,1.8282341241836548,0.2742616033755274,0.13635807328246824,0.25738396624472576,0.12564395419434343,0.31223628691983124,0.16985931260817738
22,1.832110079129537,0.3670886075949367,0.19989703833807765,0.33755274261603374,0.17899277854601756,0.3333333333333333,0.17765684051398337
23,1.8313061157862345,0.4092827004219409,0.2270225427019852,0.379746835443038,0.20685037090830427,0.31223628691983124,0.17031010105405592
24,1.830696129798889,0.3291139240506329,0.17264981729016995,0.29957805907172996,0.1489554333514647,0.31223628691983124,0.16015199707385314
25,1.8284742434819539,0.350210970464135,0.1929035543836303,0.35443037974683544,0.1914720200434486,0.31645569620253167,0.17296280976196746
26,1.837303590774536,0.3291139240506329,0.16727359398592276,0.29957805907172996,0.14600778541841208,0.29957805907172996,0.15097586653709102
27,1.820951263109843,0.379746835443038,0.2057302118171683,0.350210970464135,0.1886097397655617,0.32489451476793246,0.17521696615381335
28,1.822300624847412,0.270042194092827,0.11809146735617324,0.26582278481012656,0.11693052710001862,0.2911392405063291,0.1366074885238648
29,1.828070600827535,0.34177215189873417,0.18395976004671652,0.3291139240506329,0.17271062271062274,0.31645569620253167,0.1631793606999057
30,1.831213410695394,0.3206751054852321,0.17333967120576882,0.3333333333333333,0.179465284435922,0.32489451476793246,0.17592741104663862
31,1.8237340609232584,0.26582278481012656,0.11601901034386357,0.25738396624472576,0.10995756973909902,0.26582278481012656,0.12074812037649718
32,1.826523486773173,0.2911392405063291,0.13417903307694073,0.270042194092827,0.11874154113959348,0.3080168776371308,0.15360370623528516
